id_cliente,nome,sexo,data_nasc,cidade,uf,data_cadastro
8234,Daniel Gomes,ND,2000-08-24,São Paulo,MG,2022-10-18
8235,Felipe Silva,M,1962-11-26,Manaus,MS,2025-01-08
8236,Renan Ferreira,ND,2000-10-26,Recife,RR,2023-12-25
8237,Paula Costa,ND,2003-06-14,Porto Velho,DF,2025-05-12
8238,André Santos,ND,1968-12-05,Belém,SC,2024-10-18
8239,Fabrício Gomes,F,1986-04-03,Teresina,PE,2022-07-21
8240,André Pereira,ND,2001-05-06,Curitiba,AP,2021-09-22
8241,Beatriz Ferreira,M,1994-05-10,Porto Velho,SC,2022-05-15
8242,Gabriel Cardoso,F,1963-11-23,Belo Horizonte,RR,2022-10-27
8243,Ana Ferreira,M,1959-08-31,Cuiabá,TO,2024-08-03
8244,Luca Silva,M,1980-01-26,Manaus,MT,2019-06-03
8245,Renan Gomes,ND,1961-12-13,João Pessoa,PR,2019-01-04
8246,Carla Ribeiro,F,1964-06-08,Rio de Janeiro,SC,2025-04-20
8247,Roberto Pereira,M,1980-07-25,Belém,PB,2022-06-13
8248,Rafael Martins,F,1971-09-02,Belém,BA,2025-02-08
8249,Caio Rocha,F,1961-04-20,Recife,AM,2020-06-16
8250,Patrícia Lima,F,1991-07-15,Palmas,SP,2023-08-31
8251,Thiago Almeida,ND,1984-10-08,Belo Horizonte,RO,2021-09-10
8252,Ana Rocha,ND,1959-06-02,Vitória,MS,2024-04-27
8253,Marina Oliveira,ND,1992-01-16,João Pessoa,PI,2021-10-25
8254,Caio Costa,F,1991-04-22,Recife,TO,2021-10-07
8255,Juliana Carvalho,F,1962-09-06,Fortaleza,RN,2022-12-19
8256,André Martins,F,1995-08-19,Palmas,AM,2024-07-24
8257,Sofia Cardoso,F,2005-06-30,Palmas,PR,2022-02-06
8258,Beatriz Martins,ND,1975-12-20,Belo Horizonte,MS,2025-01-03
8259,Camila Cardoso,ND,1972-03-18,Goiânia,PA,2022-07-02
8260,Luca Dias,M,1972-01-21,Maceió,MA,2023-03-26
8261,Monique Ribeiro,M,1979-02-07,Brasília,CE,2019-01-18
8262,Luiza Carvalho,F,1999-07-19,Rio de Janeiro,RO,2020-09-28
8263,Fabrício Barbosa,ND,1970-07-11,Brasília,AL,2025-03-24
8264,Luca Oliveira,F,1964-09-22,São Paulo,AP,2021-08-17
8265,Lucas Pereira,M,1969-07-09,Goiânia,PI,2019-01-11
8266,André Cardoso,ND,1957-10-11,Salvador,GO,2024-07-03
8267,Carla Oliveira,ND,1969-01-23,Maceió,MS,2025-02-26
8268,Beatriz Silva,ND,1988-09-02,Brasília,DF,2020-05-07
8269,Bruno Cardoso,F,1964-02-14,Teresina,AL,2024-03-09
8270,Daniel Silva,F,2000-01-28,Maceió,BA,2021-04-26
8271,Camila Oliveira,M,1966-06-23,Goiânia,AL,2019-05-13
8272,Luiza Barbosa,F,1981-02-06,Vitória,SC,2019-06-25
8273,Renan Araujo,F,1995-03-22,Vitória,ES,2022-08-01
8274,Juliana Ribeiro,ND,1988-11-30,Porto Velho,BA,2020-08-31
8275,Luca Oliveira,M,1999-06-12,Macapá,RR,2019-01-14
8276,Patrícia Martins,F,1960-04-27,Brasília,DF,2024-05-15
8277,Roberto Cardoso,ND,1980-06-19,Rio de Janeiro,RS,2025-06-01
8278,Pedro Silva,M,1993-09-20,Porto Alegre,MT,2023-07-30
8279,Sofia Oliveira,ND,1985-10-05,Belo Horizonte,BA,2023-12-10
8280,Pedro Araujo,M,1969-10-05,Goiânia,GO,2023-03-15
8281,Pedro Teixeira,F,1963-03-15,Belo Horizonte,RN,2022-04-16
8282,Roberto Costa,ND,1989-09-22,Belém,AL,2022-09-06
8283,Lucas Martins,F,1978-08-01,São Paulo,MT,2023-04-24
8284,Luca Almeida,F,1971-03-17,São Paulo,MS,2023-03-07
8285,Roberto Costa,ND,2004-01-13,Porto Velho,SC,2022-06-24
8286,Paula Dias,F,1990-11-28,Macapá,MT,2019-07-25
8287,Luca Souza,ND,1996-10-30,Brasília,MA,2024-10-20
8288,Luca Santos,F,1964-09-08,Porto Velho,GO,2019-03-22
8289,Roberto Pereira,M,1982-06-08,Belém,RN,2021-12-01
8290,João Souza,M,1990-01-07,Teresina,RS,2021-09-14
8291,Mariana Lima,ND,1960-01-27,Florianópolis,SC,2021-05-03
8292,Sofia Silva,ND,1981-02-15,Salvador,GO,2019-10-15
8293,Camila Ferreira,M,1972-09-13,Palmas,CE,2022-08-18
8294,João Lima,ND,1957-09-28,Manaus,RJ,2021-01-29
8295,João Araujo,F,2004-12-21,Curitiba,AM,2021-10-19
8296,Monique Araujo,ND,1973-10-25,Vitória,MS,2024-01-04
8297,Mariana Cardoso,M,1994-08-29,Belo Horizonte,TO,2023-02-25
8298,Fabrício Santos,F,1963-11-20,Cuiabá,PE,2024-06-12
8299,Lucas Barbosa,F,1998-08-28,Vitória,AL,2025-07-03
8300,Camila Almeida,ND,1966-07-16,Curitiba,AP,2022-01-16
8301,Mariana Teixeira,F,1998-01-05,Belém,BA,2019-11-22
8302,Luiz Pereira,F,1983-02-19,São Luís,DF,2024-01-24
8303,Luiz Souza,M,1957-09-13,Goiânia,AL,2022-10-02
8304,Carla Silva,M,2003-04-11,Maceió,TO,2022-02-11
8305,Sofia Ribeiro,M,2005-03-23,Natal,AP,2020-07-20
8306,Pedro Dias,F,1991-03-20,Fortaleza,PI,2020-05-10
8307,André Araujo,F,1998-09-06,São Luís,CE,2025-02-14
8308,Rafael Pereira,ND,1990-01-24,São Paulo,AL,2024-10-28
8309,Thiago Barbosa,ND,1993-01-10,Teresina,PE,2019-11-19
8310,Beatriz Ribeiro,M,2003-05-18,Recife,TO,2022-08-18
8311,Luiz Santos,ND,1980-08-05,Rio de Janeiro,AL,2022-02-26
8312,Patrícia Ribeiro,F,1996-11-06,Florianópolis,CE,2024-02-20
8313,Monique Lima,M,1987-07-03,Fortaleza,GO,2022-11-08
8314,Aline Rodrigues,F,2005-04-21,Belo Horizonte,MS,2019-09-07
8315,Paula Martins,F,1996-04-10,Florianópolis,RO,2025-03-01
8316,Juliana Gomes,M,1995-12-11,Belo Horizonte,DF,2021-10-03
8317,Paula Souza,F,1989-04-03,Recife,SP,2024-01-13
8318,Luca Ferreira,ND,1957-10-12,Brasília,PE,2023-08-23
8319,Rafael Teixeira,ND,1965-05-01,São Paulo,RR,2025-04-12
8320,Caio Carvalho,ND,1999-05-23,Belém,AM,2019-01-02
8321,Sofia Barbosa,F,1957-08-21,Salvador,RS,2025-06-16
8322,Caio Teixeira,M,1970-07-21,Cuiabá,DF,2024-01-25
8323,Gabriel Teixeira,F,1982-04-26,Boa Vista,MA,2023-06-04
8324,Gabriel Costa,M,1997-12-28,Manaus,MA,2019-10-02
8325,Rafael Araujo,M,1991-06-15,Macapá,MS,2023-12-06
8326,Aline Cardoso,F,1961-04-12,Recife,MT,2021-07-16
8327,Thiago Rocha,F,1973-08-17,Porto Alegre,PB,2021-09-17
8328,Bruno Almeida,M,1991-10-16,Goiânia,PR,2024-10-13
8329,Ana Ribeiro,M,1977-09-07,Cuiabá,MT,2023-02-09
8330,Patrícia Gomes,ND,1998-08-24,São Paulo,PA,2022-07-05
8331,André Araujo,F,1979-02-19,Fortaleza,PE,2025-04-25
8332,Caio Martins,F,1964-04-04,Porto Alegre,PR,2024-03-19
8333,Pedro Ferreira,M,2003-07-11,Rio de Janeiro,RO,2019-11-09
8334,Felipe Ferreira,ND,1977-05-21,Natal,CE,2020-10-31
8335,Luca Silva,M,1969-08-12,Vitória,SP,2021-10-05
8336,Mariana Araujo,F,1957-04-28,Porto Velho,GO,2022-12-24
8337,Pedro Cardoso,F,1992-07-27,Rio de Janeiro,AL,2019-06-07
8338,Daniel Oliveira,ND,1970-03-14,Salvador,BA,2020-01-02
8339,Patrícia Martins,M,1981-12-15,Fortaleza,SP,2020-05-18
8340,Daniel Martins,ND,1995-12-04,Natal,DF,2021-12-29
8341,Felipe Rodrigues,F,1992-12-17,Campo Grande,RN,2020-01-17
8342,Caio Ferreira,F,1995-04-15,Teresina,AP,2021-03-19
8343,Patrícia Costa,M,1976-06-11,Campo Grande,DF,2022-06-26
8344,Sofia Rodrigues,M,1963-05-28,Fortaleza,PB,2021-11-16
8345,Patrícia Martins,F,1990-04-29,Belo Horizonte,MT,2023-08-24
8346,Mariana Ferreira,ND,1987-08-28,Macapá,RJ,2023-08-25
8347,Marina Oliveira,M,1974-03-07,João Pessoa,MG,2022-06-11
8348,Renan Barbosa,M,1971-03-15,Campo Grande,RO,2023-02-18
8349,Gabriel Rodrigues,M,1977-12-07,Campo Grande,RO,2023-02-22
8350,Felipe Carvalho,F,1993-07-13,Belo Horizonte,AP,2020-06-06
8351,Gabriel Santos,M,2003-08-05,Macapá,CE,2023-08-12
8352,Lucas Ferreira,F,1978-05-09,Boa Vista,GO,2019-08-01
8353,Renan Teixeira,ND,1970-07-06,Natal,TO,2020-04-14
8354,Sofia Ribeiro,ND,1973-11-08,Salvador,DF,2022-10-23
8355,Sofia Gomes,M,1985-10-04,Palmas,RO,2023-10-27
8356,Akira Rocha,ND,1992-12-07,Porto Velho,AP,2019-01-10
8357,Juliana Cardoso,M,1977-04-03,Goiânia,RN,2024-02-06
8358,Patrícia Martins,M,1976-12-19,São Luís,AP,2021-11-19
8359,Thiago Santos,F,1979-07-06,Belo Horizonte,AL,2024-08-22
8360,Mariana Martins,M,1988-07-31,João Pessoa,TO,2020-07-21
8361,Camila Gomes,M,1986-01-08,Brasília,RR,2022-01-08
8362,Ana Carvalho,M,1966-10-07,Cuiabá,RJ,2019-04-05
8363,Camila Pereira,M,1963-08-03,Macapá,AL,2022-11-29
8364,Thiago Dias,F,1974-08-09,Belém,RO,2020-09-29
8365,João Costa,M,1975-10-26,Brasília,RS,2024-12-31
8366,Carla Araujo,F,1975-06-12,Maceió,MA,2021-10-22
8367,Carla Rodrigues,ND,1956-06-22,Brasília,TO,2021-11-07
8368,Camila Silva,M,1969-10-17,Macapá,MA,2021-05-13
8369,Fabrício Dias,F,1959-04-17,João Pessoa,AM,2024-07-26
8370,André Silva,F,1971-12-14,São Paulo,PI,2019-06-05
8371,André Gomes,ND,1973-10-07,Macapá,SC,2020-10-13
8372,Sofia Araujo,M,1957-04-02,Boa Vista,DF,2023-02-01
8373,Thiago Carvalho,ND,1986-01-22,Cuiabá,AP,2020-08-27
8374,Sofia Cardoso,F,1999-08-30,Cuiabá,ES,2022-11-14
8375,Aline Lima,ND,1974-09-15,Maceió,PE,2021-09-22
8376,Paula Dias,F,1973-08-14,São Paulo,MG,2025-06-26
8377,Camila Carvalho,M,2003-05-27,Natal,RN,2022-12-18
8378,Thiago Lima,ND,1994-06-19,Florianópolis,RN,2024-12-08
8379,Beatriz Silva,ND,2005-10-07,Manaus,DF,2021-01-07
8380,Aline Cardoso,M,1994-12-26,Salvador,RN,2019-02-19
8381,Camila Oliveira,ND,2005-06-17,Vitória,MS,2024-11-10
8382,Marina Araujo,ND,1956-08-03,São Luís,PA,2022-04-12
8383,João Pereira,M,1983-08-27,Macapá,RR,2023-03-25
8384,Caio Lima,M,1973-10-08,Belém,SC,2020-02-12
8385,Beatriz Rocha,ND,2000-07-15,Vitória,PA,2024-11-01
8386,Lucas Martins,M,2004-07-15,Boa Vista,RJ,2020-06-25
8387,Monique Barbosa,F,1966-05-20,Fortaleza,RJ,2023-06-28
8388,Patrícia Dias,M,1996-07-06,Salvador,GO,2025-07-07
8389,Bruno Araujo,F,2002-10-25,Manaus,CE,2024-07-20
8390,Roberto Teixeira,M,1958-09-19,Goiânia,PR,2021-11-12
8391,Gabriel Gomes,M,1997-11-08,Porto Velho,PE,2020-02-19
8392,Luiz Barbosa,M,2003-07-29,Maceió,RO,2019-01-02
8393,Fabrício Oliveira,M,1960-03-13,Salvador,MA,2023-06-17
8394,Juliana Ferreira,ND,1961-06-17,Cuiabá,AP,2021-10-31
8395,Daniel Rodrigues,F,1962-05-29,São Luís,RO,2023-05-26
8396,Ana Pereira,F,1998-05-15,São Paulo,MG,2024-06-24
8397,Felipe Dias,M,1986-02-03,Belém,SC,2022-10-31
8398,Ana Carvalho,M,1957-03-28,Recife,PB,2020-03-11
8399,Beatriz Almeida,M,1955-06-19,Macapá,MG,2023-05-02
8400,Renan Cardoso,M,1971-01-05,Brasília,MG,2020-10-10
8401,Luiz Santos,M,1999-03-02,Belo Horizonte,GO,2023-04-19
8402,Sofia Araujo,ND,1979-01-10,Rio de Janeiro,BA,2025-03-02
8403,Pedro Silva,F,1968-04-23,Boa Vista,PB,2021-08-21
8404,Fabrício Araujo,F,1967-08-03,Curitiba,BA,2022-05-16
8405,Pedro Gomes,F,1997-07-17,Rio de Janeiro,RS,2023-04-09
8406,Monique Araujo,M,1993-08-01,Porto Velho,PA,2021-08-28
8407,Juliana Lima,ND,2002-09-11,Florianópolis,AL,2019-10-24
8408,Carla Souza,ND,1965-07-29,Rio de Janeiro,RJ,2024-02-24
8409,Luiza Teixeira,M,2000-03-12,Fortaleza,RR,2024-04-12
8410,Paula Rocha,ND,1959-03-04,Porto Alegre,AP,2020-01-25
8411,Lucas Santos,ND,1985-12-08,Cuiabá,MA,2022-01-16
8412,Lucas Pereira,ND,1984-09-12,Porto Velho,PB,2023-02-26
8413,Lucas Carvalho,F,1956-11-28,Macapá,PE,2021-07-10
8414,Pedro Lima,ND,1983-09-23,Teresina,RO,2022-02-18
8415,Thiago Barbosa,ND,1962-06-16,Teresina,SP,2025-07-19
8416,Gabriel Almeida,ND,1998-05-04,Goiânia,RN,2025-01-20
8417,Felipe Araujo,F,1969-07-22,São Luís,BA,2019-06-26
8418,Luca Silva,F,1983-05-02,Salvador,BA,2021-12-19
8419,Sofia Almeida,M,1978-08-30,João Pessoa,AL,2020-12-14
8420,Bruno Lima,M,1955-03-12,Curitiba,SP,2023-05-28
8421,Beatriz Lima,F,1985-04-13,Belém,CE,2022-11-23
8422,Roberto Teixeira,F,1981-01-26,Belo Horizonte,TO,2023-10-05
8423,Roberto Cardoso,M,1985-08-21,Porto Alegre,MG,2024-04-13
8424,Mariana Rodrigues,ND,1973-02-24,Salvador,RJ,2022-11-30
8425,Rafael Ferreira,M,1997-08-02,Cuiabá,SC,2021-07-11
8426,Camila Costa,M,2003-10-24,Rio de Janeiro,MA,2021-11-23
8427,Luca Silva,ND,2001-04-01,Campo Grande,TO,2019-11-20
8428,Fabrício Ferreira,F,2000-01-18,Goiânia,SP,2022-06-01
8429,Felipe Costa,M,1990-09-09,Boa Vista,DF,2024-03-17
8430,Daniel Barbosa,M,1963-04-28,Curitiba,RS,2023-12-29
8431,Fabrício Araujo,ND,1964-06-25,Teresina,SP,2024-12-14
8432,Sofia Souza,ND,1995-09-20,Campo Grande,MS,2021-08-12
8433,Daniel Carvalho,M,1962-08-25,Curitiba,DF,2023-09-10
8434,Juliana Almeida,ND,1995-07-08,Belo Horizonte,RS,2019-02-21
8435,Lucas Silva,F,2002-12-02,Natal,MS,2023-11-10
8436,Carla Pereira,ND,1982-07-22,Goiânia,RS,2024-04-20
8437,Sofia Costa,F,1982-11-21,João Pessoa,MS,2025-05-20
8438,João Almeida,ND,1996-11-10,Florianópolis,GO,2022-11-05
8439,Luiza Martins,F,1994-11-09,João Pessoa,MT,2025-07-15
8440,Gabriel Dias,ND,1999-01-29,Manaus,TO,2021-06-24
8441,Camila Dias,F,1962-12-07,Porto Velho,MT,2023-04-30
8442,Monique Costa,ND,1969-06-14,Porto Velho,RR,2021-10-17
8443,Camila Barbosa,ND,1957-09-14,Fortaleza,RS,2019-03-11
8444,Sofia Teixeira,F,1960-07-17,Belém,RR,2019-11-11
8445,Maria Souza,ND,1989-02-02,Boa Vista,AP,2021-06-30
8446,Akira Costa,M,1982-07-16,Manaus,AM,2020-09-10
8447,João Dias,F,1961-10-03,Belo Horizonte,TO,2023-01-20
8448,Caio Teixeira,ND,1985-11-29,Boa Vista,RR,2021-07-30
8449,André Cardoso,F,1963-03-22,Curitiba,MT,2025-07-02
8450,Camila Silva,F,1971-08-13,Macapá,PB,2024-09-15
8451,Renan Martins,ND,1991-08-29,Rio de Janeiro,MT,2021-03-01
8452,Bruno Dias,ND,1960-03-15,Belo Horizonte,ES,2024-11-08
8453,Roberto Gomes,M,1979-08-05,Salvador,PI,2023-07-27
8454,André Martins,F,2002-04-27,Palmas,RJ,2024-11-09
8455,Juliana Lima,ND,1977-04-28,Manaus,GO,2020-08-16
8456,Marina Gomes,M,1993-01-27,Cuiabá,PA,2020-08-13
8457,Fabrício Rocha,F,1981-01-14,São Paulo,PE,2023-07-26
8458,Marina Barbosa,F,1966-09-15,Porto Velho,AL,2021-04-03
8459,Akira Araujo,ND,1976-03-12,Goiânia,AP,2024-11-10
8460,Juliana Silva,ND,1970-06-15,Brasília,PI,2020-03-02
8461,Ana Ferreira,ND,1958-08-20,Goiânia,PB,2022-11-28
8462,Carla Cardoso,M,1988-11-17,Belém,PR,2024-05-06
8463,Sofia Almeida,M,1964-02-27,Brasília,SC,2024-11-04
8464,Fabrício Rodrigues,ND,2005-04-11,Cuiabá,PA,2023-07-07
8465,André Gomes,M,1977-12-23,Maceió,RS,2023-12-17
8466,Mariana Gomes,F,1996-12-13,Brasília,MS,2021-01-15
8467,Mariana Rodrigues,F,1990-12-20,Cuiabá,AL,2024-10-14
8468,Patrícia Martins,M,1991-12-25,Florianópolis,PI,2019-09-30
8469,Juliana Carvalho,M,1996-05-23,Recife,RS,2023-03-02
8470,Felipe Rodrigues,ND,2004-08-23,Brasília,GO,2021-12-03
8471,Caio Lima,M,1984-05-06,Porto Velho,SP,2019-04-05
8472,Maria Lima,F,1984-10-31,Natal,TO,2019-06-28
8473,Juliana Pereira,F,1983-01-10,Belém,PB,2024-10-21
8474,Marina Souza,M,2003-12-14,Recife,RR,2020-05-02
8475,Luiza Lima,F,1959-03-03,João Pessoa,AM,2021-08-20
8476,Roberto Carvalho,ND,1980-09-02,Florianópolis,PB,2020-06-06
8477,Daniel Gomes,F,1966-05-17,São Luís,GO,2025-01-25
8478,Luca Souza,F,1956-05-21,Salvador,RR,2023-02-02
8479,Patrícia Costa,F,1964-09-05,Campo Grande,AM,2022-12-16
8480,Marina Pereira,M,1978-07-05,Porto Alegre,RS,2025-06-28
8481,Caio Souza,M,1963-12-15,Boa Vista,GO,2024-03-09
8482,Mariana Costa,ND,1962-02-18,Florianópolis,RO,2025-06-21
8483,Rafael Costa,F,2001-08-19,Goiânia,CE,2025-04-12
8484,Sofia Silva,ND,1963-11-20,Belém,PR,2024-04-28
8485,Renan Rodrigues,F,1998-12-12,Porto Alegre,TO,2022-08-10
8486,Pedro Cardoso,F,1972-06-17,São Paulo,AL,2020-01-29
8487,Camila Lima,F,1979-05-08,Teresina,AM,2021-10-30
8488,Bruno Cardoso,M,1972-04-02,São Luís,SP,2025-01-12
8489,Paula Ferreira,M,2005-10-17,Rio de Janeiro,RO,2023-07-07
8490,Carla Souza,ND,1989-11-26,João Pessoa,DF,2022-04-25
8491,Monique Rodrigues,ND,2005-09-10,Belém,PE,2023-09-20
8492,Carla Martins,M,1992-04-26,Brasília,RO,2025-03-23
8493,Lucas Rodrigues,ND,1956-04-12,Recife,SC,2025-03-03
8494,Sofia Araujo,F,1992-08-29,Campo Grande,SC,2019-06-29
8495,Bruno Rocha,M,1987-10-02,João Pessoa,PI,2019-04-16
8496,Camila Souza,ND,2004-06-30,São Paulo,RN,2019-01-29
8497,Felipe Costa,M,1955-01-16,Salvador,DF,2024-02-12
8498,Luca Rodrigues,ND,1990-08-23,Macapá,RN,2024-05-16
8499,Caio Ferreira,ND,1968-11-13,São Luís,RJ,2021-02-19
8500,Bruno Lima,M,1960-07-05,Belo Horizonte,PB,2023-10-04
8501,Luiz Ferreira,M,1973-05-25,Teresina,TO,2024-03-29
8502,Pedro Araujo,M,1965-02-14,Fortaleza,ES,2019-10-11
8503,Maria Oliveira,ND,2005-05-10,Belém,RJ,2019-01-11
8504,Gabriel Rodrigues,F,1967-01-11,Boa Vista,AL,2020-11-13
8505,Gabriel Teixeira,F,1968-11-16,João Pessoa,RR,2023-08-02
8506,Roberto Martins,ND,1976-04-29,Teresina,GO,2020-11-17
8507,Felipe Araujo,M,2005-03-10,São Luís,PI,2025-01-23
8508,Juliana Gomes,ND,1984-01-19,Maceió,ES,2019-12-29
8509,Monique Teixeira,M,1975-08-10,Vitória,PE,2023-01-27
8510,Mariana Cardoso,ND,1986-04-05,Curitiba,PA,2024-10-12
8511,Caio Costa,F,1990-11-20,Salvador,RO,2024-10-13
8512,Gabriel Teixeira,M,1993-12-30,Boa Vista,MG,2019-04-20
8513,Maria Martins,ND,1998-10-20,Salvador,ES,2019-03-17
8514,Felipe Rodrigues,ND,1991-09-23,Fortaleza,MG,2025-07-24
8515,Paula Santos,ND,1981-09-14,Campo Grande,MG,2024-03-31
8516,Luiz Martins,ND,1969-01-25,Rio de Janeiro,RO,2021-02-05
8517,Lucas Teixeira,ND,1963-08-08,Brasília,CE,2021-12-14
8518,Daniel Rocha,M,1961-05-16,Maceió,PB,2020-05-10
8519,Juliana Ferreira,ND,1980-01-30,Natal,DF,2022-05-17
8520,Luca Barbosa,F,1978-02-05,Rio de Janeiro,RJ,2025-06-18
8521,Mariana Ferreira,F,1971-06-30,São Luís,PB,2024-10-17
8522,Pedro Carvalho,ND,2003-06-14,Manaus,SP,2021-01-29
8523,Bruno Santos,ND,1957-01-07,Belém,ES,2019-03-26
8524,Renan Dias,F,1980-08-03,São Luís,BA,2022-08-11
8525,Lucas Martins,ND,1968-03-05,Maceió,RR,2020-06-11
8526,João Carvalho,ND,1988-07-08,Campo Grande,RO,2024-08-10
8527,Bruno Rocha,F,1993-01-26,Macapá,AL,2019-02-24
8528,Bruno Souza,F,2005-06-06,Curitiba,RS,2021-05-14
8529,Pedro Rodrigues,F,1971-10-19,Maceió,GO,2022-03-15
8530,Patrícia Barbosa,ND,1958-05-03,Curitiba,SP,2022-11-13
8531,Fabrício Dias,ND,1958-07-27,Porto Velho,MT,2024-01-11
8532,Sofia Rodrigues,F,1979-02-28,Campo Grande,MA,2019-07-27
8533,Paula Carvalho,F,1998-06-23,Goiânia,SC,2024-12-21
8534,Juliana Barbosa,F,1996-02-05,Recife,MT,2019-08-11
8535,Beatriz Rocha,M,1984-11-25,Curitiba,PA,2025-01-06
8536,Paula Silva,ND,1963-06-24,Rio de Janeiro,RR,2019-06-01
8537,Felipe Pereira,M,1978-12-16,Belém,RO,2022-06-13
8538,Caio Oliveira,ND,1956-04-15,São Luís,CE,2020-07-05
8539,Monique Rodrigues,M,1972-06-21,Brasília,SP,2025-04-27
8540,Juliana Carvalho,F,1977-05-10,São Luís,BA,2023-11-08
8541,Luca Ferreira,ND,1998-01-29,Vitória,MT,2024-01-15
8542,Maria Carvalho,F,1967-06-14,Natal,DF,2023-08-22
8543,Luca Martins,F,2003-07-02,São Paulo,ES,2023-10-12
8544,Thiago Araujo,F,1999-12-11,Natal,AM,2020-11-18
8545,Camila Araujo,F,2000-10-07,Porto Alegre,AM,2021-07-07
8546,Monique Santos,M,1970-10-08,Vitória,DF,2021-12-05
8547,Pedro Gomes,F,1977-05-14,Goiânia,PE,2023-12-27
8548,Paula Cardoso,F,1967-03-23,Fortaleza,PI,2024-09-14
8549,Marina Ribeiro,F,1955-07-18,Porto Alegre,GO,2022-06-29
8550,Maria Santos,F,1989-08-06,São Luís,BA,2021-03-13
8551,Juliana Santos,F,1985-01-15,Porto Alegre,RO,2019-09-26
8552,Rafael Souza,ND,1990-05-04,Porto Alegre,RO,2021-03-21
8553,Luca Lima,F,1986-03-30,Teresina,DF,2022-02-18
8554,Luiza Ferreira,ND,2002-01-20,Boa Vista,RS,2021-02-21
8555,André Rodrigues,F,1961-11-13,Boa Vista,AL,2024-02-29
8556,Mariana Lima,ND,1962-10-25,Natal,MG,2019-01-24
8557,Mariana Souza,ND,1988-11-10,Palmas,PA,2024-03-02
8558,Marina Almeida,F,1959-08-18,João Pessoa,CE,2019-01-11
8559,Mariana Dias,ND,1984-10-08,Curitiba,AL,2023-12-02
8560,Fabrício Gomes,M,1992-04-15,São Luís,PI,2022-01-16
8561,Juliana Gomes,ND,1973-06-08,Goiânia,RO,2024-05-19
8562,Pedro Cardoso,ND,1974-01-15,Natal,TO,2023-09-08
8563,Renan Araujo,ND,1963-02-19,Natal,TO,2024-05-22
8564,Patrícia Lima,F,1982-07-21,Brasília,AP,2024-11-14
8565,Camila Santos,ND,1981-04-12,Belo Horizonte,BA,2023-08-24
8566,Caio Martins,M,1961-01-15,Belém,TO,2025-04-30
8567,Aline Santos,ND,1957-06-26,Salvador,DF,2019-09-23
8568,Akira Pereira,M,1988-03-28,Palmas,DF,2024-06-30
8569,Marina Santos,M,2002-09-07,Goiânia,MA,2022-10-08
8570,Paula Carvalho,ND,1994-08-21,Teresina,MS,2022-08-07
8571,Maria Dias,M,1970-04-21,Natal,MS,2020-01-06
8572,André Santos,F,2001-07-05,Belém,PE,2021-05-08
8573,Fabrício Cardoso,ND,1976-09-09,Teresina,ES,2022-06-11
8574,Fabrício Ferreira,ND,1976-03-02,Macapá,MA,2021-12-07
8575,João Dias,ND,1970-06-21,Florianópolis,BA,2023-02-23
8576,Felipe Cardoso,M,1971-04-02,Vitória,GO,2022-07-31
8577,Gabriel Barbosa,M,1964-02-13,Cuiabá,MA,2021-01-03
8578,Patrícia Lima,F,1973-08-18,Porto Alegre,DF,2022-03-05
8579,Paula Rodrigues,ND,1991-12-07,Curitiba,BA,2024-07-23
8580,Felipe Santos,M,1973-06-09,Belém,RS,2021-11-16
8581,Caio Santos,M,2002-01-26,Belo Horizonte,AP,2019-07-02
8582,Beatriz Araujo,M,1998-06-23,Recife,MT,2022-04-30
8583,Carla Almeida,M,1980-02-08,Campo Grande,RR,2019-01-09
8584,Luiza Araujo,M,1977-01-14,Vitória,AP,2023-06-19
8585,Carla Oliveira,ND,1991-03-13,Florianópolis,RO,2025-02-19
8586,Camila Barbosa,M,1970-05-07,Curitiba,DF,2020-01-23
8587,Maria Oliveira,F,1975-06-08,Porto Alegre,ES,2024-04-28
8588,Akira Almeida,ND,1989-03-18,Vitória,RN,2019-06-28
8589,Carla Ribeiro,ND,1987-08-17,Cuiabá,SC,2019-07-30
8590,Caio Rodrigues,ND,1977-01-19,Goiânia,DF,2024-04-11
8591,Akira Ferreira,F,1958-03-10,Macapá,DF,2023-01-15
8592,Patrícia Costa,M,1991-05-22,Porto Alegre,MG,2021-07-13
8593,Paula Silva,M,1978-11-23,Porto Velho,ES,2024-12-14
8594,Daniel Teixeira,M,1997-06-17,Porto Velho,ES,2020-11-07
8595,Roberto Gomes,M,2000-06-12,Rio de Janeiro,AM,2023-03-13
8596,Ana Rocha,ND,1975-03-25,Brasília,PE,2023-02-08
8597,Beatriz Carvalho,F,1976-07-08,Vitória,RN,2025-03-22
8598,Renan Cardoso,M,2004-12-05,Salvador,CE,2025-04-28
8599,Thiago Lima,F,2002-07-15,Teresina,MT,2025-04-14
8600,Monique Santos,F,1987-04-05,Palmas,AM,2021-05-04
8601,Gabriel Almeida,ND,1955-04-19,Maceió,PA,2020-05-30
8602,Pedro Araujo,M,1980-12-02,Goiânia,SP,2021-10-28
8603,Lucas Carvalho,M,1964-03-15,Brasília,PA,2019-03-05
8604,João Pereira,ND,1990-02-20,Brasília,ES,2024-10-13
8605,Paula Teixeira,ND,1958-06-29,Cuiabá,RO,2022-08-16
8606,Luca Araujo,ND,1999-07-29,Palmas,AP,2020-06-29
8607,Luiza Almeida,M,1980-12-20,Rio de Janeiro,SC,2021-10-29
8608,André Silva,M,1990-10-28,Palmas,PE,2019-09-20
8609,Luiz Souza,M,1993-07-16,Manaus,PI,2020-02-17
